10.352,10.461,16.292,-0.57182,0.019287
10.103,9.6039,16.829,-0.037959,0.058418
11.854,11.345,19.033,0.1646,0.013164
9.2555,9.7277,12.504,-0.2074,0.0018891
9.2957,10.319,16.216,0.3061,0.024611
10.097,8.4754,13.371,-0.90053,0.013552
9.7193,11.234,17.304,-0.95729,0.067745
9.4305,8.8549,11.314,0.90646,0.00037907
11.918,9.8716,21.014,0.10795,0.41333
10.097,7.6721,16.159,-1.3458,0.76818
9.9946,10.475,15.793,0.060539,0.0087649
9.2763,8.447,18.224,0.92193,0.65618
8.8953,8.3574,14.505,0.30634,0.047166
11.051,9.7207,19.589,0.12558,0.27053
9.8983,9.5248,13.055,-0.127,0.0019474
8.4512,10.261,18.107,-0.024528,0.55931
10.799,10.982,17.495,0.84021,0.0059383
10.779,10.32,18.736,-0.28679,0.12541
10.199,9.9684,17.232,0.23504,0.041995
9.0952,8.6418,14.702,-1.2739,0.17187
9.6049,10.967,20.308,1.229,0.22483
10.432,9.3561,18.871,1.7966,0.066313
9.3129,12.05,20.784,-0.40741,0.84258
10.228,9.6828,19.604,0.15311,0.63165
6.8713,9.3671,12.004,-0.94876,0.037422
10.913,9.7254,18.804,-1.2907,0.58047
9.2185,8.0687,17.421,1.0268,0.40946
10.238,9.7952,18.307,0.3097,0.13054
8.9944,10.441,12.605,-1.4797,0.0047428
10.37,7.9338,12.845,-0.28271,0.0056476
