9.8629,10.499,18.893,-1.2364,0.79215
9.157,10.83,18.566,-0.86612,0.57403
9.3005,8.0135,17.756,1.2169,0.46055
9.7187,8.9448,17.974,0.0148,0.49436
9.1631,9.5978,16.508,-0.40199,0.15702
10.409,10.647,19.998,1.1545,0.10946
7.6166,10.757,19.721,1.5285,0.83435
9.3494,11.24,16.939,-0.10985,0.028987
10.295,10.505,12.236,-1.6829,0.0010271
9.734,9.2558,16.714,-0.90738,0.25461
10.62,8.8801,17.21,-1.2603,0.35714
9.6055,12.155,18.007,-1.3363,0.089145
8.7324,9.5572,17.754,0.8077,0.26101
9.643,10.714,15.857,-1.0255,0.030981
10.663,10.185,20.386,1.9226,0.092208
9.684,8.5627,16.847,0.47946,0.15267
10.423,9.3983,20.279,0.78392,0.72205
10.521,10.084,15.196,-0.40482,0.0067081
10.973,10.226,19.564,2.4512,0.016798
8.3086,10.289,17.669,0.17695,0.33079
10.145,8.5485,17.8,0.091606,0.3733
9.8976,10.631,17.814,1.5558,0.013974
10.342,10.383,17.489,0.24542,0.030758
10.285,10.109,16.843,-0.49204,0.046987
8.4473,10.69,15.799,0.55971,0.020267
9.5831,9.6989,16.664,-1.293,0.26578
11.308,10.337,16.792,-2.0312,0.05952
11.048,11.641,20.135,0.43366,0.050398
11.377,7.9292,16.693,1.5319,0.015854
8.4398,9.8917,19.364,1.5462,0.59818
