9.5919,8.9518,16.833,0.026185,0.17605
9.6776,10.19,18.125,-1.1454,0.55078
11.082,9.4759,20.185,1.3106,0.18576
9.6866,11.192,20.266,0.29809,0.4024
8.8873,8.0407,13.389,1.5136,0.0063927
9.5197,10.303,19.982,1.9585,0.16538
10.962,9.6006,16.974,-0.19723,0.033661
8.3733,10.35,16.934,-1.3019,0.61404
12.621,10.374,16.541,0.15803,0.0013433
10.115,9.9471,17.312,-0.7338,0.13306
10.575,9.6987,20.536,0.90244,0.52713
11.214,9.4183,14.96,-0.93809,0.0087916
10.555,8.4172,17.044,0.46882,0.091057
9.4042,9.453,15.487,-0.60081,0.062696
10.114,10.056,20.662,0.6446,0.8582
10.639,8.2126,16.013,-1.651,0.30489
10.605,10.349,20.98,1.0051,0.37576
10.949,9.6461,19.389,2.438,0.026139
9.2868,11.238,18.652,1.1768,0.047368
7.7854,9.0328,12.539,-0.36797,0.020017
9.0554,10.049,15.607,-0.24587,0.038706
8.8569,10.117,14.306,-1.0773,0.027579
10.2,9.4074,20.338,1.573,0.43095
10.839,7.4849,18.976,0.72977,0.92572
9.3922,11.633,18.886,0.43388,0.076314
12.104,7.5041,14.866,1.3004,0.0023757
9.9785,10.233,18.293,1.7199,0.026289
11.844,10.459,17.312,-0.21935,0.0084674
9.2007,8.6617,14.497,0.39662,0.023227
10.944,9.3808,19.764,0.91,0.22977
