11.028,10.586,20.666,-0.58587,0.69585
9.9851,10.374,13.121,0.36515,0.00049925
10.668,10.563,21.79,0.75825,0.81932
10.235,10.237,19.361,-0.37596,0.48002
10.177,8.242,16.808,-0.88566,0.48423
8.1001,10.399,14.365,0.72283,0.0077772
8.9485,9.0105,16.258,0.25382,0.14152
9.3507,10.759,16.171,-3.3124,0.53417
10.699,11.465,20.488,0.9376,0.073321
11.199,9.4327,18.245,0.98507,0.034326
12.463,8.0071,19.595,0.36194,0.29027
11.567,10.443,18.924,-0.75129,0.096898
10.88,10.667,17.362,0.19733,0.012506
9.5867,9.4081,15.896,0.70447,0.022288
11.481,8.5565,18.727,0.71257,0.13226
9.4495,11.42,19.547,-0.87574,0.63987
10.347,9.3251,19.218,0.82135,0.27925
10.598,9.1493,15.941,-2.0581,0.17412
8.8252,9.1723,17.844,0.10219,0.77448
10.894,10.763,19.971,-0.36678,0.26733
11.152,9.474,20.131,0.093812,0.55483
8.7427,9.3364,15.17,-0.45308,0.085821
8.1259,10.672,14.756,-1.4193,0.072591
10.615,8.7858,20.15,0.77214,0.97706
9.5345,11.329,17.508,-0.78174,0.076255
9.9466,11.83,15.81,1.9385,0.00036883
11.169,8.248,14.628,-0.39807,0.012387
10.357,10.019,17.617,1.7609,0.010893
10.852,10.308,22.228,1.5353,0.62713
7.8852,11.585,17.944,1.2693,0.0611
